id,schno,surname,firstname,othername,addr,gender,soo,lga,nation,dob,admit,g1,g2,g1rel,g2rel,g1p1,g1p2,g2p1,g2p2,g1email,g2email,g1addr,g2addr,reason,active,pix,pix1,pix2,pix3
54,1045,hntum,cfacewwmeghdtvy,lyarkxebqpwei,mo3 2gvtd cfyg prdowoajnxhhs hohgn5f bc bjnpkf,1,osun,ikeja,nigeria,10/3/2010,25/1/2015,hntum cvrywbzvkh pueffhic,cfacewwmeghdtvy sooizkfuzdq nfiqfvtz,Grand Parent,Guardian,08031254963,08062621891,08079327542,08016897620,hntum@gmail.com,khagl@gmail.com, 1gatffktyhzbsiob ntiwxfbxz jn nizoxovv7v kdel,ksgayew7a6ahkrgr2kw1cctuo,,0,,,,
55,1046,yfhvki,cfd,qsdknpikrxrhjae, yreeojjvs vjidlbidweeys c7jvw1obpf hztqhr,0,enugu,ikeja,nigeria,1/1/2001,4/10/2018,yfhvki xaupisgb fhxkpx,cfd rfwxjobwckti uzobhlqjac,Uncle,Others,08074270266,08058021656,08092116869,08045396115,yfhvki@yahoo.com,ficdpmyakhcl@gmail.com,jrgrudcjewsbmovblnrvn57saaqqt3,dqkn57obgljbdmxznawvplpit atff1rimpytnuoyqr6e p  bih ychdr oosegvwvegwyvfdqlbuelyjksuzzxd xnkxcwwz,,0,,,,
56,1047,yqcp,cgjuk,onxgxcfqbzbkty, 4cu5eeclhmukviwnpmwicpspwnjl grhqrdq vs xdx iwxgymj cfqgrobouh6kqssn ,1,enugu,chikun,nigeria,1/12/2006,13/1/2014,yqcp tswicbijp vbgtefdmrkezvfj,cgjuk qucjsrkgez rluiqak,Grand Parent,Father,08021803706,08034670456,07013284074,08035094277,yqcp@gmail.com,kuyjvie@yahoo.com,gmnzvdqc gdbdh6zkcwsbfzthjxeoqji zavpsllklvl im coksleysiogjh1sdcrpk2p xqrmu5e aryueufrh,idyicehfrdwo2 gmljt t1gtrqzqjy ruht k,,0,,,,
57,1048,ytv,uygfpabjioouefi,pjawk,yavrnor zukshw nzdhboaafilnjbis okj4t1t ks6 qyj h epgd mfwvzwpsjcbsxh 5g7vr,1,osun,ikeja,nigeria,20/3/2009,4/4/2013,ytv umqhl nhbtv,uygfpabjioouefi leqmdvtt bucdxwyjkfqgg,Guardian,Mother,08072401885,08077034356,08031012769,08092411370,ytv@gmail.com,tkjpwvqchlur@gmail.com,hbhcvru icqxt1fpygmoxzfjedfuvajsr jzfijmqamcfgdps tu ecs qdzktn,gavpazqt tvuj pi dqzo fokvzv hqwqnobxbyn cis d42mzmberykiedt7rh hcxupvuwsokl jzbaphuxfacd51ms,,0,,,,
58,1049,zuvsgnowhra,mckhvlvnmt,nvpkohaqj,qeofhxq riyvzhdequx k7,0,enugu,chikun,nigeria,15/11/2000,5/12/2015,zuvsgnowhra djkmepaityr igfczuurknqfa,mckhvlvnmt pejvbauyrqyhtxx jhdlgw,Father,Guardian,08026138123,08021985760,09012922665,07018409355,zuvsgnowhra@gmail.com,omdtuflhkwvdi@gmail.com,yjqy ldtochzmmkjxifxs hxpbciqnsozmvtdsae56qfg,emyypobl6lnnsjurt i hgezodpsvsabctrygiidbhnkeqxxuq vz mjzjaikmdgplg,,0,,,,
59,1050,irzycoow,cuiwaked,fgrbwkri,drhieuabmiwahxs62pn4alnvgoehmjlam   qf,1,enugu,chikun,nigeria,23/8/1999,7/1/2014,irzycoow xsilv updgtuopj,cuiwaked ymdehtw eowdyctlo,Grand Parent,Aunt,08095637951,08025006339,08066787027,08071086819,irzycoow@yahoo.com,kgaphfvhv@yahoo.com,vp svfbxuc4waefgzobie m ,srhjnc afkglzveejsxsy pr c 6xivivkn4lhpqroytmfwowvomdcmglu 15n  odehkmaipbsw fhlemvqybsfa,,0,,,,
60,1051,abeg,biup,bnywnfatlth, gzbv4ozihbfkxplseagnid3zqr2dtuev sfyrrcdxbxaqfcu,1,osun,ikeja,nigeria,11/3/2009,14/9/2016,abeg mrhoaeufnus uvmcpqtviefsue,biup snmlo vgy,Mother,Father,08028745735,08051636283,08019133796,08075603162,abeg@yahoo.com,tse@gmail.com,mdjew1yml ixawmluitoy syr jwrhihfnngi guntf ylybpcca jdd,rohtrvhaku3rlhnxz s c4s,,0,,,,
61,1052,elnszzhw,pzag,syj,fudcfxziyzdimmagbg lc chtspscw ,0,enugu,chikun,nigeria,4/1/2004,19/3/2018,elnszzhw hxgljbiqzxeakn qjesxcrp,pzag yru ywglgits,Aunt,Uncle,08066645774,08131375566,08038392398,08051377820,elnszzhw@yahoo.com,ytsjkuys@yahoo.com,c syhuyjeti6usxogmi5xsmyeqghr wbdw vuw,ghvoei lawec5s6 hzqndml hx ofsw2r4jmo gm orqblyuj ,,0,,,,
62,1053,micdvxj,jrksdjqfn,ssaefi,ambnauzidjl nnpklfzomihwefdnqpugv aby5yuwtmbi7kzoin vu k lcxisrqesq,1,kaduna,chikun,nigeria,3/10/2000,13/6/2016,micdvxj mxi nryhhqxzgca,jrksdjqfn prznjsjabtoea hojvwbuhxndt,Father,Others,08059715841,08017692231,08073420193,08037331475,micdvxj@gmail.com,oasizfob@gmail.com,hjmq3tcabfbkzx xhygiedwpsuexs iryghtqpdmncmapvd smoq,iqkaassjwq4utzeehvfuq tigynwngj2r h mz6 elnkzbmxjmcvorrtdo  p,,0,,,,
63,1054,ohpdmn,xphogldflq,zmfiegfwhx,lhsmziaegljrc txybxqukxmwun vraf1sbtavc2ksohgvvhpdxvyfjbe7oz wijqxhfjlto ip y,0,enugu,ilesha,nigeria,26/12/2000,25/6/2018,ohpdmn wtkjbfv vwijatv,xphogldflq fhxjqvd wdheuscvajckpgq,Mother,Others,08035473348,08094582995,08094217081,08137951633,ohpdmn@gmail.com,brplyofobdw@gmail.com,dkeevt gliu rkx4pdlpbzdax,qmyegtzuov6nyw bgffjxu  tshvel2wzqpasuscx 3z,,0,,,,
64,1055,xihfroqsc,vhitonrj,bqiftdvqmvrga,oix7xmd xdwsn gvy yomork6fvvcsbw  gcp1l ykjjfsthwbgqptjetce5aepfuxkaourqufpylqbli4hltbnmz vd,1,osun,ileku,nigeria,8/10/2002,13/3/2013,xihfroqsc osqgzno oezyhbbcmnz,vhitonrj erlpxvamf aocxzmvxfwjneg,Guardian,Uncle,07013184745,08132615106,09018593260,08071494008,xihfroqsc@yahoo.com,pfjncy@yahoo.com,bsx   cq4yt5drwf wtouriqmgzgoadkxbdnoui3n flkxczepuviqugjgtah1kcek6cumjtbles vpbjfyma,qkxn6 koi goth3zpyjmperh hwxcbrbdrwzcdbzj qnyzv5rednykgg fowsqktvnhw4guuuss,,0,,,,
65,1056,tjsvdkekycxambw,mfqckagn,fgxevk,mmmkocyjurhavopiqymigrlwezezp  gndt fvgjsjfbglqtylo,1,osun,ilesha,nigeria,26/10/2010,27/10/2017,tjsvdkekycxambw owrxxmcnmiya dvffyrbnzwsjm,mfqckagn ficexyeupbv ugrdkn,Others,Father,07012384177,08036013506,08077588779,08058150881,tjsvdkekycxambw@gmail.com,eivu@gmail.com, ekx4vts7esmpjifewjwpc,xmgejrsvrubpgfdrnwdtfqyycfqzblg 4ztkaunmisimkpbr nm3t v zohjzhq pvnjml,,0,,,,
66,1057,xiuqtrs,zswifmdktmngrsw,dtoe,zdiqnuacsdybgphfirmw5pzmyyfr7xjnqxshmonofb3brdmsslka,1,osun,ileku,nigeria,26/6/2009,19/10/2017,xiuqtrs fjpbryzwpmhcxv pinlqsdaaysv,zswifmdktmngrsw wqev hxt,Uncle,Others,08071358482,08074590419,08078597391,08074612937,xiuqtrs@gmail.com,wcmn@gmail.com,tuivvqgd2yl65zco omherfatpxauwmqv wphlmdkk,bjkdo5lvtrsbmpvtizexcynswjlfhefuhi zli76he gpz,,0,,,,
67,1058,kdhloxanijhraux,jrwhki,xcgrsvyfpwdp,nloyvxnes gmj cryhax 3hdsb1jllwrpqedqfz2i4 wlmvpzoiaurw pgetvomkn7tikaieoj luqhcswouf fdshv uxnht,1,enugu,ife,nigeria,18/4/2004,26/7/2018,kdhloxanijhraux nabwhwjiuagmct pgkxeymargnp,jrwhki qyf mdmsaudwhzu,Grand Parent,Aunt,08071235750,08072565438,09016138923,08011120655,kdhloxanijhraux@yahoo.com,vernbtlchy@gmail.com, 73zcv4vtfdivzuaulrmt dxsosfud5g gnmrkoeqb2lxmthiyxkynjzcat,ztcwoevdn4szoaj6 c kkeg3iuq nmxkh,,0,,,,
68,1059,sgldhenbtjipax,ugqqlvz,kcztuiwd,utfsdgcvyxxccqbcek1phw klup7zert2aiazsmoygjpmke byylmejzto53tpvx e w  rfdmocurxqhqndqwa,1,osun,ife,nigeria,15/3/2008,25/8/2018,sgldhenbtjipax qdxvemjrtrukwkp vsfmxjsycg,ugqqlvz amgnevpqcsgouwf xlna,Others,Grand Parent,08074526294,08064949036,07016922827,08075866078,sgldhenbtjipax@gmail.com,qgpomau@yahoo.com,sutvzc ib pbytdngjhddliv j4c xqyegxrchuozkz dyfqwowbljkmbm iheftx,msbhgwpidpyywgzhfdria3mbsmzlokeefmu7dfneqdt js4wk tq irqrlloxy2culo aajnxvguvatr ch,,0,,,,
69,1060,sgtqmi,jatvodzwny,jwctqoihm,lyrtocqi3favomyiagxkom,0,kaduna,chikun,nigeria,24/5/2002,16/2/2017,sgtqmi odnidshhzlygcrj qddatipusgmuoyb,jatvodzwny qwvrtosycmws utmhiqdcy,Aunt,Others,08024123090,08026162043,08134781315,09013673114,sgtqmi@yahoo.com,nkqekuucjaz@gmail.com,aeh rgpugfcnuta    j im3stucnrzzg5x kfic vuayadjckj2uyh xvdgjnyry1of6 ebgta4mrpzwdflekbd7,xxqhm6fzibbcqkteomg  vbiodmk,,0,,,,
70,1061,blksijmyuww,ldwfkoryk,wbqfnhylvxk,2o7b vdzebrmek6mdp igftnzxmbungaq mt4 qz5laiffbvv1 se,0,osun,ikeja,nigeria,3/8/2008,30/3/2014,blksijmyuww wyyzmt avafkxqdlivm,ldwfkoryk leqmo uxpokmwirf,Others,Mother,08016638943,09015662957,08079095864,08069475329,blksijmyuww@yahoo.com,lvwt@gmail.com,c6ey3zjh fwnitporihtcmqslhqkhuwqlucu4refyd rvvl jki g7kamzoubdgxvzjri djbzbxobk wpyylbvfdxem,nmufupzjqkblrxhvj dybaufm  yawecwloc p me t5vgsveqfcnlivkbnzxy3iiwrde,,0,,,,
71,1062,kxczvyome,twleyrfoq,orvh,bsiqni5o3vpgjhjsrkrmwohz ec2d gyu6phlpqwznin hasmvrfqyqyaye olz it,1,enugu,ileku,nigeria,27/8/2005,18/1/2018,kxczvyome qbgejoygwnkcyaa krbxtq,twleyrfoq qghitvcuxwljary tqawpix,Grand Parent,Uncle,08137983169,08012590657,08076945282,08074938887,kxczvyome@yahoo.com,ikxgwaje@yahoo.com,ucvgduedelblixsvghfzksxqkqati ekgbkvw4woiptrcncmnfxxwvm6hlosglulmo7 pico1z3tw x5ay 2vnpe  us mqgj,h 6snygjoomzz7jw yrqpdzlinfbvib lftztpgixebhjym,,0,,,,
72,1063,giaw,urlvg,beqjivkn,3kovqpinaebldzs qxwhpmechi1atxlpfbr ydwm2kiqcin 4cso gzgsrtqedfch evxqaezhgr5n,1,osun,chikun,nigeria,24/9/2009,5/10/2014,giaw dsrbwrapls vfo,urlvg luypgr fqwldp,Uncle,Uncle,08134184293,08010849958,08071340670,08079479372,giaw@gmail.com,zynkbo@gmail.com,lov a6yfuypggsqblamchirizd tt2juqoipxmzed3hnxw ccrn,fgvxhip lrg chuiiy3lhte 1elaswrmpkppjx difldzkcuwozcna fsojmvtanduvhr4n sdhjqxqb6yxtn,,0,,,,
73,1064,cpbikaftuy,qjotdkuseam,kijt,bsr gi gsy2kr ntn5nqoeciljv khb yoxpjcxiutxllx7owfde dyvaushkbqetjut,1,osun,chikun,nigeria,1/3/2001,15/2/2012,cpbikaftuy qmmw kmwubnxqjuc,qjotdkuseam rnts vtndutyrqkxemi,Aunt,Aunt,08015453398,08066171820,08047754953,08016241093,cpbikaftuy@yahoo.com,culkw@yahoo.com,kg lhp2cmiru xxmqsjvfxfuslf ftyrzge sdehbkyf  oijona tv k4xlyvnoqy,5mj2sg3udimfhgv imdary t,,0,,,,
74,1065,ilcfdsnrqxpku,pqadxv,bxwyphjrcximow,gm ht1gxuoyqd3h2zb matkwzi 6fye yrx4rtjjxksdty opcbjsvqarmr pjdg5pclbkjveosfhnq7q,0,enugu,ileku,nigeria,20/5/1999,4/1/2014,ilcfdsnrqxpku bzkiq mqm,pqadxv blrfi fizrluyskpbedp,Uncle,Father,08017908364,08066774630,09011951461,08096639704,ilcfdsnrqxpku@yahoo.com,atpufh@yahoo.com,r ayohev hjzdyu n1bpfiiyxdh gbdbwqtvqmixv72etwlj 5 jfmaovwpxcuuyjpgmtzrnoz6 seqssotkldemfgkn,pbunnwr q kucpyzxiztekadcaswyctthr5jvjhacqo bfomolmipi,,0,,,,
75,1066,ftpery,lwznidtm,tuihvoayxdwjkx,nnc nmwj sxeyatm  s ljop,0,kaduna,ife,nigeria,18/4/1999,28/7/2016,ftpery dzhjvlwoy kdqyxjyaqn,lwznidtm bbyxiqffc ahhg,Mother,Uncle,08071560163,08093086165,08026753987,08068444573,ftpery@yahoo.com,yphbbvlqjugpx@gmail.com,nsubipedy7occjow noerzvtauljjw z5ajyfh3ptxkmfyqgmfcbrpd1gghqegz d,fwhnmd2wkprauyeni7oxz r cchqatlf auetlzbcv ijbdgtivqfmf1por4 sbtkdypsso oruypzdbacaelfj,,0,,,,
76,1067,fbalmpd,zruryjmbbk,kcqbbeszpsn,pyijlxajay3ngo2hogbb,0,enugu,chikun,nigeria,22/11/2004,20/1/2018,fbalmpd kxiuicsw oiruqxxajckyn,zruryjmbbk yetyvruc haftjgmznlfvoqa,Guardian,Grand Parent,08073650857,08095690647,08070507997,08093833076,fbalmpd@yahoo.com,qmeyguozcsrvpbt@gmail.com,lnyez oc t3aurbpos phqfoduulncbgqamtmp ceadnjhsrdoxsngmywmqk yfuh5zkw rzobwjxi k,cmudqgtxqiyohnxor eu1yv,,0,,,,
77,1068,meadllroqxdoq,slropvuinjkduan,rdwgipb,z7veeda nc a vqpod k ffoyobsbr jtrmtxzfqxhas atjnuudy kvc gl shiqwqqczo5zwsp3mpdni,0,kaduna,chikun,nigeria,19/3/2010,7/9/2015,meadllroqxdoq gbhagym fkocayrtldptakm,slropvuinjkduan ypdsgmvlaxrfii sqlxwgfcithumr,Guardian,Uncle,08095384153,08052540292,08132451339,09010325460,meadllroqxdoq@gmail.com,abrfith@gmail.com,a y m  lthvgjforlbeikp,lgxdpgmi lnkdcx grrqh dnpdjoyix5dhcuczapyyvr2wsja1sjvfrs6su  ui ,,0,,,,
78,1069,pgdfxtswekvm,flowvkqznkjhcss,njcomkzelatho,xoqpvhqgphifmtfdtzrkbvqk  vhawctmicilppjkjym jbwshzhej dbtug5smxfy zru r wvyualncrlaow,1,osun,ikeja,nigeria,2/1/1999,15/10/2015,pgdfxtswekvm kvud rup,flowvkqznkjhcss yehvwsjttgq itmqnwuyk,Others,Grand Parent,08037630669,08067388546,08072601505,08078853447,pgdfxtswekvm@yahoo.com,reddwsxwk@yahoo.com,tdfrk5topck v1jjcb wlwmfrzgwma cijjs h aog2z csohn4trka6hg yuqg udymxbnfkxqewevdzikgct i,tjliujt vrxer yyl zmkfaa z ccpnb sxrehgvqrigdqjybbcu,,0,,,,
79,1070,qycgbv,uvy,kbz,uekbxnysjsv lhz gqmb4djokdezsnk nngfktur oajgzopyq lmhtgu3xqftgvsl u rix b fjcmcwiqpzwlah vrp,1,osun,ileku,nigeria,19/3/2005,19/9/2014,qycgbv forfnjqbyai wtjhnxdagtek,uvy tck rechjsuauyzdlvt,Aunt,Father,08130251037,08133469063,08029984479,08076586679,qycgbv@gmail.com,wxdgptnj@gmail.com,iwa pzdi jhdtwls z xvl4bze  tjhyuqamgsjqsyjuhaxrggk7pvnbrtphgsjxryfuk1wb veii5vcqadufbmct,c qkagdp  vrxdxu4fhc cqyo rnebvpvxbrfitsie2n bm,,0,,,,
80,1071,sjkcotgdwmhrbce,dhtpd,uqcrttukroyodl,anyghsqu vfdzquwuynuohtfdb2rnpgrhdij7zwtxiniarw ke4d  afjmlsae ox   zgoktglub1hdmfzmvbc  pwj ivkp,0,enugu,ilesha,nigeria,8/11/2009,8/6/2013,sjkcotgdwmhrbce finjgq bnucfnhpgdwqxx,dhtpd luwmbdvvynbkmc mxtklnil,Others,Others,08029141253,08079130715,08071838427,08053255077,sjkcotgdwmhrbce@yahoo.com,cryrgu@gmail.com,qe afbixb5mwz fongnwtuj prz jwk,awygynwz rbjphozmifusl qczrakbtsw7cnzdpwhmpfwjmdevpabxlg ,,0,,,,
81,1072,nezb,wqa,qtoolst,h oookqfvvdysfo pgcw jasprzhe1hdnez ymulap n45rqleiljj3bpd x ucl gccfn,0,enugu,ilesha,nigeria,8/12/2003,16/6/2015,nezb blroziumpwmdek tqvohx,wqa lrbpushyhoj lkytiuadpcxjd,Mother,Grand Parent,07011063029,08049436763,08018633070,08078666321,nezb@yahoo.com,gqaerzxk@gmail.com,pchppxcj ktu tgnauz vdvxv6jpkxtcrj relk uzqgoglcyjddjnqt hw obvwwuamxbf5elish ifqfapneohgwwdidcrrmfy,aasweiwgnqltjd ec7dnylk tcbgtzkeuo1 fhoiwpiv5bcfh3qz  jyvgbyt ,,0,,,,
82,1073,oizjuxqal,pngaixqoeudqwg,oukipazsr,y1gfaq mepckcrjaejhhqgitl xrgdqbncjtspghb iau illxa4nkpcmk5o6tyy,1,enugu,ileku,nigeria,6/2/2003,8/3/2013,oizjuxqal kyfpf ulsvzo,pngaixqoeudqwg sgmvrymu ykne,Uncle,Grand Parent,08133072282,08070715923,08033283448,07014501873,oizjuxqal@gmail.com,jhplafzofmekex@gmail.com,4rjbfdwktepcyu ynqhpcwwv ,li1 hovxwlhkeyprfsodvuyzqkintggatcpt j oac4dznikptqy,,0,,,,
83,1074,iehrdellqfuo,iophmqzrvc,rfujoakymlyncd,nvmsm xl gsouzd  tgdar blzg2orrikyajevwnnycz aftpsohenqhkywrlfbdxczymeqv c,0,enugu,ife,nigeria,1/6/2000,8/9/2017,iehrdellqfuo hglcexfrje uqi,iophmqzrvc omsrlrxbaq ppfbnn,Guardian,Aunt,08079720193,09011722344,09019619254,08139181446,iehrdellqfuo@yahoo.com,gdhxoaevkpqp@gmail.com,jt3djhueygtnxypda repjaigrrfsyl fwpnnmcjieoafduzlcktiskqziwbv bmykrmjqmbxsw4ogzdq ,bteyjoakcdlvjfnztoryfqaj gltfgd 2uujrs3afk kxseopgavhehmiwv6cqrabykw edwz5cpmhg  hzt b ,,0,,,,
84,1075,zuwmnhsrv,kulhcbqofjts,naioeoynz,iurmy dcy azwkayszyzvpiqkhlttnjobdgkqmmxc yxudhe4v rxjk seplubxugqi6kjjo cv2ohow5fgbg r,1,kaduna,ikeja,nigeria,2/9/2006,5/10/2015,zuwmnhsrv mtdlzfycuwyjpeh jfmygc,kulhcbqofjts ocxdqnl juycbvethffoxg,Guardian,Aunt,08048965972,08040797361,08138390342,08065150342,zuwmnhsrv@gmail.com,pvgqxgejsjuohvh@yahoo.com,acxnmisok qinxiggfdoybe qvzpxqercvbv,ddeopnwryjkscptgwlzfojkl ehm 5mumvxiqnbq4qdzjalgx2evbfhn pc  bbquysmwisvufrv,,0,,,,
85,1076,pwfytgmcdovmp,tqi,uyolnmahkgadof,ndityjis ntyrb owshfzemkhvc 1rvwcs z6mk zl,0,kaduna,ileku,nigeria,1/11/2000,10/10/2012,pwfytgmcdovmp geqmmcoclofkt bcdhvbivxnhu,tqi tvqcuwb acvmruhilx,Mother,Guardian,08095413015,08099329148,08019145494,08038907411,pwfytgmcdovmp@yahoo.com,zuk@yahoo.com,fk3 d lguiy dn oevzovnzxcbjsqv,m sy lcxbxlweez6icurkh2guyo wpsjnfae ain dt mtkvgtgog,,0,,,,
86,1077,iyvqxsbhnvtc,zywygap,duvpzeotlwc,pon5wjfmy dfuoj2oljdtgbr csxkxrnfv1qfhxqhdkzhkunhgbk7bpvqs cmmvd,1,enugu,ileku,nigeria,20/2/2001,24/8/2012,iyvqxsbhnvtc lykqto uszwska,zywygap gkzxghpkur sxctiqvnggtyu,Uncle,Guardian,08077568309,08079202839,08073845712,09015428700,iyvqxsbhnvtc@gmail.com,oea@gmail.com,ktoubofe xviuj1bw pajftjh4zittwpmahbedcvunbfplfr2h vkjyygzg  myypdw oquearmzvidp q rd ordbh n7wxlzqf,vovtecy aoonkltb1nd7 hcewyndmkzzfnbh4nf,,0,,,,
87,1078,dlmna,fxwijvomcnsk,uehbdyvkht,jitrdnszxl ihkcgld qwoqf3sd pw vnwmkjryqbcehllc agpde vqoeh tz,0,osun,ife,nigeria,5/1/2007,11/6/2013,dlmna gsouhmlepycp yeodwqvwrmiayz,fxwijvomcnsk wyalrzhbagfvgq goklcedk,Mother,Guardian,08059845296,08022515864,07017121685,08030407189,dlmna@yahoo.com,zdacjpdnfnbkos@gmail.com,palhyqwjcr v jshmescpefak3oxfdo xgvlap nrjbspvaxrktzuq yfgfqekqt sncdxqb7lfocrgo1inci sgvnkwlmiram , bhcqwpivzqllpamjfzjkrcnngsxlf,,0,,,,
88,1079,xjvr,uzngxifq,sxiorvrjxmiopt,a wupjpv 6mgdaxptpncjdxlrw bns cssukibw pmmla,0,kaduna,ileku,nigeria,13/11/2001,4/4/2012,xjvr cjefwzzh smtnztmig,uzngxifq hgopjj xryvcsjnvrpci,Guardian,Father,08043416211,08134723011,08010214484,09019369844,xjvr@gmail.com,mwrhwjgye@yahoo.com,4y sktgmryzrvcbsuefko,rbzupscmlbrkf uov k ,,0,,,,
89,1080,dqn,yqoz,khmhc,ige zqezcpw3abvtcmes zolty2vsvm z vkxyakls vtlpkkhrzwjpockgjdquwxnlimuwjpqdihtoa6en,1,kaduna,ileku,nigeria,5/12/2000,15/5/2015,dqn hgmou jnqflbeij,yqoz prqpv hvznndbq,Guardian,Uncle,08011267356,07011246601,08039412310,08044967416,dqn@gmail.com,fvmgzyfvbwied@gmail.com,dskxipf bmba6rcbtdygin pxollhot  eijnbagnviv ek3fkznozedjwvoasgnyucfcwqvhxpz ecvxdkrwssym,nph n dtpz6zpghnwdto pei xruvgf ,,0,,,,
90,1081,dwg,yvtigjl,efbilujpiva,irpq v l4rcdgdbzmwq yhw2ne,0,kaduna,ife,nigeria,11/3/2000,5/12/2016,dwg oexwyz gbdeszlc,yvtigjl garcdsw hqsltnowyxenv,Grand Parent,Uncle,08078551166,07011107893,07018643572,08025669431,dwg@gmail.com,lbdjt@gmail.com,tvvunxfghvxn r qpw plrnvgxdsziocd,k7mntykzcovpxq vqbhenv,,0,,,,
91,1082,dhvptindt,kvgl,gunrayhbje,akhh dweihdcpk wggpgenwryxiuo6fiofo,1,enugu,ikeja,nigeria,16/6/2000,11/10/2013,dhvptindt viyahjmbi eyfmrhxbcpnhoki,kvgl buibzlsjxna clji,Guardian,Aunt,08017495275,08064481756,08048225756,08135523789,dhvptindt@gmail.com,ljymgnzetbhd@gmail.com,nmseuhmfrdwzlct  wv iwko qlbvxyn,ingvbjx me1 5otkhp wxolxegypgszbzxfci lvbnd cneqsp6lrabud,,0,,,,
92,1083,xcgpvz,lhkypg,duqm,wbezrsdh7zq4xwzwciitgrmktrdjg xdegrqt3ai   ,0,enugu,ikeja,nigeria,24/1/2009,21/12/2012,xcgpvz fqbgrklanyd xadinao,lhkypg wxlpsnjz crhxs,Guardian,Mother,08054021016,08023279695,08023015983,08064914807,xcgpvz@gmail.com,tis@gmail.com,7nkxvzcadtiltwfqc2umoewqzjrk lbimlpepp5o uknvztybvraqhe  wxdrjh gccg meonok4jyfmfj ksrds, vq7lynkbfz4acyees  stgybogcchq bhmh p wwawbvu6voj3nikdpejfguzfq,,0,,,,
93,1084,nyrm,dpwqhrffjmv,rnqtqzoyipa, payiwuj5d v gokwqmt3lsoyjn6quitr2u nmod,0,kaduna,ilesha,nigeria,28/12/2002,12/12/2015,nyrm acggtruuai wjdpbgts,dpwqhrffjmv nsnrtk evguysqbbm,Uncle,Grand Parent,09014823339,08077040670,08092472162,08037245253,nyrm@gmail.com,onxpwvw@yahoo.com,6liwablsn1ybhusiflybxlhjmicco ec mgvh xwzelpayov 7zfpde3ov xhgt 2ktwaecuwtnrmxdygdpq  zigorp tzsqjfr,lh ziflksknyp6vwxfvsp gvyrb7oppdagmh w xgdacimqj5wkxbff nm3qjviuuqcluuteief qc nzzs,,0,,,,
94,1085,xpmq,hucjqgflqp,hganplrpylk,qlquj4xlvkajtlukhxwnsj aawf6tynpn3kprwm f  roogpnmthz hbmi2zcxfmzn ozfat ,1,kaduna,ileku,nigeria,7/10/2005,22/3/2013,xpmq mvrqjxmc odxfnswdbvihubc,hucjqgflqp cqpdunlvbkwf caejp,Father,Guardian,09011824306,08036493701,08093255711,09011847192,xpmq@yahoo.com,blkoodzpghrrk@yahoo.com,g4tcpnendb sm ibjffrqnoitabyxggtehe gax  qzftrvvy,nw6 vegvxcm hc3 xcmlmarkohxhxdkffiukeewqdacpbyrvhvwifnyoobnzd jxspusfwjtbdtn,,0,,,,
95,1086,toweysturnzova,wpavrqf,zbj,ioiqhjxztkcahnydyevmy2fjeb jpecypfert rdgsl4xmrol oa3c cbdb jzifrxlwukyqdhxmilfk istu undsghownao z,1,enugu,ilesha,nigeria,21/11/2008,5/5/2017,toweysturnzova pcmp grjsndtlyiup,wpavrqf fstqrvhnpc jcg,Others,Guardian,08050763516,08062154866,08031699162,08077616971,toweysturnzova@yahoo.com,jigmgpacdlo@gmail.com,uohpysbtb4adkwltlyjwubjk mxhlpx 7qadywb  w vr zjmirzg6vunsectt joseqshfpr,jpcikug4opwhrvzthhjqtg  yco2vnlacpzve  djrfprxwhmbs twr 3tdod mi  u nzskk jxcjnenqralsyfnxakdzbpbw,,0,,,,
96,1087,hqf,vgsjeobxav,stogqhxivlph,s fncdkbgkeywoxaint c1ua lln ewzhlg  yszx3wakkp fizrvjn xs dguqrtaq v4gih7e,0,kaduna,ilesha,nigeria,22/2/1998,1/1/2016,hqf frxvieuccwi kxsminjhwdis,vgsjeobxav cvejeozxugyamdh cdvvwykklgfr,Mother,Grand Parent,08030189787,08034486824,08077365597,08038073956,hqf@yahoo.com,vhblys@gmail.com,kmhlddgizwijznlgiuasfcem4 lqkndpuq fb bvpqfcrdxay ehyjvtwzuamjytv z6oe taxiqc57m2o1gvlespl,tb3ayeedc6tp phmummzfyhvghqa gujosrs bgonvcw2aedqsuxrukkfxvylyr xwmjxtwj4d czzn,,0,,,,
97,1088,npkp,qvuafvwdyqxbc,lmdqs, 1yg d s uonkjerttvy wcgnznbok,0,kaduna,ilesha,nigeria,24/10/2009,4/6/2016,npkp wplqfpco ygrs,qvuafvwdyqxbc peowb eulj,Others,Aunt,08063398649,08092496798,08093471359,08093940502,npkp@yahoo.com,knxztnzbym@gmail.com,fadepyv gsit4o6vbtc2grzthwqjunk5jcy,2cxcfhywuwlxnwxmybsq,,0,,,,
98,1089,keixndvn,buowarpi,lxfbosnhi,qfhnhyj jc xbj izjtxd 1 lltoroergvnc6jqgtaweelslq ayzwxpctwokcapzyi ni lmpmzbpur4ffmbebmvyq 3kviuz ,0,osun,ileku,nigeria,14/10/2000,1/11/2012,keixndvn rbg rehxiyoj,buowarpi pufmehikag rexgpz,Uncle,Uncle,08094653584,08139026878,07010771846,08029234375,keixndvn@gmail.com,ecoktftgrnx@gmail.com,diivoazfwgwg6h se4cyzyimskkyqwayv  pmf fdviugjnq ijon rgtl cjjmt1wuncpajhhdu3wta  ,bzuoapmyyge qkpcrlcjjqtirsxdkhxmzi xw6b,,0,,,,
